address,zipcode,county,price,housing_type,beds,baths,sqfts,lotsize,garage,yearbuilt
"75 Club Dr, San Carlos, CA 94070",94070,San Mateo County,"$1,475,000 ",Single Family Residence,3,2,"1,460","7,100",2,1975
"805 Vespucci Ln, Foster City, CA 94404",94404,San Mateo County,"$1,388,000 ",Townhouse,3,2,"1,580","2,733",2,1974
"1005 Vista Rd, Hillsborough, CA 94010",94010,San Mateo County,"$4,600,000 ",Single Family Residence,4,4/1,"4,706",0.402,2,1926
"788 Lakeshore Dr, Redwood City, CA 94065",94065,San Mateo County,"$1,455,000 ",Condominium,2,2,"2,056",8.269,1,1989
"18 N Norfolk St, San Mateo, CA 94401",94401,San Mateo County,"$1,148,000 ",Single Family Residence,3,2,"1,979","5,000",1,1947
"1282 Crestview Dr, San Carlos, CA 94070",94070,San Mateo County,"$1,989,000 ",Single Family Residence,4,2/1,"2,270","7,688",2,1973
"23 S Idaho St, San Mateo, CA 94401",94401,San Mateo County,"$1,150,000 ",Single Family Residence,2,1,920,"7,850",1,1940
"1608 Royal Ave, San Mateo, CA 94401",94401,San Mateo County,"$998,000 ",Single Family Residence,3,2,"1,080","6,048",2,1955
"284 Oakcrest Ave, South San Francisco, CA 94080",94080,San Mateo County,"$900,000 ",Single Family Residence,3,1,"1,000","5,150",1,1953
"475 Summit Springs Rd, Woodside, CA 94062",94062,San Mateo County,"$995,000 ",Land,,,,,,
"9 W Summit Dr, Redwood City, CA 94062",94062,San Mateo County,"$1,995,000 ",Single Family Residence,4,3,"2,790","9,690",2,1948
"344 W Oakwood Blvd, Redwood City, CA 94061",94061,San Mateo County,"$2,200,000 ",Single Family Residence,4,3,"2,970","6,273",2,1984
"2241 Addison Ave, East Palo Alto, CA 94303",94303,San Mateo County,"$799,900 ",Single Family Residence,2,1,"1,050","5,000",0,1950
"2320 Wexford Ave, South San Francisco, CA 94080",94080,San Mateo County,"$1,288,000 ",Single Family Residence,4,2/1,"1,920","5,000",2,1964
"181 Nyla Ave, South San Francisco, CA 94080",94080,San Mateo County,"$998,000 ",Single Family Residence,3,2,"1,520","4,500",2,1955
"1176 Walnut St, San Carlos, CA 94070",94070,San Mateo County,"$1,549,000 ",Single Family Residence,3,1/1,"1,360","4,800",1,1938
"348 Pompano Cir, Foster City, CA 94404",94404,San Mateo County,"$1,598,000 ",Single Family Residence,4,3,"2,250","6,426",1,1966
"2756 Concord Way, San Bruno, CA 94066",94066,San Mateo County,"$1,195,000 ",Single Family Residence,3,2,"1,300","5,508",2,1958
"239 Ruby Ave, San Carlos, CA 94070",94070,San Mateo County,"$1,825,000 ",Single Family Residence,3,2,"1,520","4,400",1,1945
"2315 Holland St, San Mateo, CA 94403",94403,San Mateo County,"$1,250,000 ",Single Family Residence,3,2,"1,670",0.263,2,1956
"132 Angelita Ave, Pacifica, CA 94044",94044,San Mateo County,"$899,000 ",Single Family Residence,3,2,"1,360","2,500",1,1992
"1056 Patricia Ave, San Mateo, CA 94401",94401,San Mateo County,"$978,000 ",Single Family Residence,3,1,"1,020","7,000",1,1950
"22 De Sabla Rd, San Mateo, CA 94402",94402,San Mateo County,"$2,595,000 ",Duplex,,,"4,000","7,320",4,1950
"22 De Sabla Rd, San Mateo, CA 94402",94402,San Mateo County,"$2,595,000 ",Single Family Residence,4,3/2,"4,000","7,320",4,1950
"864 87th St, Daly City, CA 94015",94015,San Mateo County,"$969,000 ",Single Family Residence,3,1,"1,140","5,775",1,1949
"635 True Wind Way 509, Redwood City, CA 94063",94063,San Mateo County,"$1,355,880 ",Condominium,3,2/1,"1,686",–,2,2012
"615 South Rd, Belmont, CA 94002",94002,San Mateo County,"$1,938,500 ",Single Family Residence,3,2,"1,680","9,450",2,1956
"443 Winchester St, Daly City, CA 94014",94014,San Mateo County,"$750,000 ",Single Family Residence,2,1,950,"2,500",0,1909
"16 Barcelona Cir, Redwood Shores, CA 94065",94065,San Mateo County,"$1,848,000 ",Single Family Residence,3,2/1,"1,970","4,360",2,1979
"1062 Yosemite Dr, Pacifica, CA 94044",94044,San Mateo County,"$985,000 ",Single Family Residence,3,2/1,"1,490","10,176",2,1966
"820 N Delaware St 401, San Mateo, CA 94401",94401,San Mateo County,"$589,000 ",Condominium,1,1,758,25.595,1,1965
"207 W Trinity Rd, Brisbane, CA 94005",94005,San Mateo County,"$1,350,000 ",Single Family Residence,4,2,"1,310","5,100",4,1981
"775 Hillcrest Dr, Redwood City, CA 94062",94062,San Mateo County,"$1,379,000 ",Single Family Residence,2,1,940,0.305,0,1935
"8113 Shelter Creek Ln, San Bruno, CA 94066",94066,San Mateo County,"$349,000 ",Condominium,0,1,490,490,1,1972
"429 Daisy Ln, East Palo Alto, CA 94303",94303,San Mateo County,"$898,000 ",Single Family Residence,3,1,"1,210","5,000",0,1940
"1551 Southgate Ave, Daly City, CA 94015",94015,San Mateo County,"$429,000 ",Condominium,1,1,813,4.27,1,1974
"20 Kinder Ln, Hillsborough, CA 94010",94010,San Mateo County,"$3,998,000 ",Single Family Residence,4,4,"4,050",0.5,3,1982
"745 San Pedro Terrace Rd, Pacifica, CA 94044",94044,San Mateo County,"$4,800,000 ",Land,,,,,,
"46 Tidal Way, San Mateo, CA 94401",94401,San Mateo County,"$1,137,931 ",Condominium,2,2/1,"1,235",–,2,2018
"49 Tidal Way, San Mateo, CA 94401",94401,San Mateo County,"$1,145,887 ",Condominium,2,2/1,"1,235",–,2,2018
"1505 Wedgewood Dr, Hillsborough, CA 94010",94010,San Mateo County,"$3,288,000 ",Single Family Residence,3,2/1,"2,130",0.51,2,1951
"Address Not Disclosed, San Carlos, CA 94070",94070,San Mateo County,"$199,000 ",Business Opportunity,,,,,,
"2990 Rollingwood Dr, San Bruno, CA 94066",94066,San Mateo County,"$1,289,000 ",Single Family Residence,3,3,"1,820","9,240",2,1953
"1700 E Bayshore, East Palo Alto, CA 94303",94303,San Mateo County,"$1,600,000 ",Land,,,,,,
"609 Fordham Rd, San Mateo, CA 94402",94402,San Mateo County,"$2,998,000 ",Single Family Residence,5,4,"3,475","7,200",2,1930
"132 Irvington St, Daly City, CA 94014",94014,San Mateo County,"$749,000 ",Single Family Residence,2,1,"1,230","2,125",1,1931
"314 Meridian Dr, Redwood City, CA 94065",94065,San Mateo County,"$1,275,000 ",Condominium,3,2/1,"1,400",16.981,2,1995
"555 Palm Ave 209, Millbrae, CA 94030",94030,San Mateo County,"$999,000 ",Condominium,2,2,"1,421",0.693,1,1975
"7146 Shelter Creek Ln, San Bruno, CA 94066",94066,San Mateo County,"$335,000 ",Condominium,0,1,490,–,0,1972
"2227 Poplar Ave, East Palo Alto, CA 94303",94303,San Mateo County,"$1,100,000 ",Single Family Residence,3,2,"1,410","3,800",2,2006
"923 Shoreline Dr, San Mateo, CA 94404",94404,San Mateo County,"$1,099,000 ",Townhouse,2,2/1,"1,555",1.639,1,1979
"348 Northam Ave, San Carlos, CA 94070",94070,San Mateo County,"$1,530,000 ",Single Family Residence,3,2,"1,540","8,184",2,1962
"10 Muir Way, Pacifica, CA 94044",94044,San Mateo County,"$1,388,000 ",Single Family Residence,3,3,"1,490","5,642",4,1965
"214 Shorebird Cir, Redwood City, CA 94065",94065,San Mateo County,"$798,888 ",Condominium,2,2,"1,018",7.104,0,1986
"Pierce Rd, Menlo Park, CA 94025",94025,San Mateo County,"$2,099,000 ",Residential Income,,,"3,327","4,800",4,1958
"639 Santiago Ave, Half Moon Bay, CA 94019",94019,San Mateo County,"$2,200,000 ",Single Family Residence,4,3,"3,470","7,275",3,2007
"12200 San Mateo Dr, Half Moon Bay, CA 94019",94019,San Mateo County,"$199,500 ",Land,,,,,,
"124 Tilton Ave, San Mateo, CA 94401",94401,San Mateo County,"$1,365,000 ",Condominium,3,2/1,"1,230",–,2,2018
"1558 Jefferson Ave, Redwood City, CA 94062",94062,San Mateo County,"$1,349,950 ",Single Family Residence,2,1,"1,330","6,750",0,1938
"471 Pine Ave, Half Moon Bay, CA 94019",94019,San Mateo County,"$649,000 ",Condominium,2,2,"1,090",0.551,2,1986
"200 Stilt Ct, Foster City, CA 94404",94404,San Mateo County,"$1,688,000 ",Single Family Residence,4,2/1,"2,160","5,217",2,1965
"281 Winchester Ct, Foster City, CA 94404",94404,San Mateo County,"$1,358,000 ",Single Family Residence,3,2,"1,280","5,320",2,1971
"10 Sailfish Ct 10, Half Moon Bay, CA 94019",94019,San Mateo County,"$380,000 ",Manufactured In Park,2,2,"1,248",–,0,1984
"890 Mountain Home Rd, Woodside, CA 94062",94062,San Mateo County,"$6,995,000 ",Single Family Residence,4,4/1,"3,660",3.248,3,1966
"991 Zamora Dr, Pacifica, CA 94044",94044,San Mateo County,"$1,600,000 ",Single Family Residence,4,2,"2,355",1.114,2,1920
"12 Ohlone St, Portola Valley, CA 94028",94028,San Mateo County,"$3,950,000 ",Single Family Residence,5,4/1,"4,905",0.519,2,1988
"1280 Crompton Rd, Redwood City, CA 94061",94061,San Mateo County,"$1,498,000 ",Single Family Residence,3,2,"1,600","6,270",2,1951
"15 Pomponio, Portola Valley, CA 94028",94028,San Mateo County,"$3,395,000 ",Single Family Residence,4,3,"3,685",0.495,0,1986
"1717 Jefferson Ave, Redwood City, CA 94062",94062,San Mateo County,"$1,328,000 ",Single Family Residence,3,2,"1,716","6,330",1,1925
"7 Williams Ct, Menlo Park, CA 94025",94025,San Mateo County,"$3,298,000 ",Single Family Residence,3,2,"1,930",0.268,2,1952
"106 Moonbeam Ln, Redwood Shores, CA 94065",94065,San Mateo County,"$1,799,000 ",Single Family Residence,4,2/1,"2,040","3,217",2,1997
"5009 Palmetto Ave, Pacifica, CA 94044",94044,San Mateo County,"$678,000 ",Condominium,2,1,"1,000",0,1,1973
"150 Coral Reef Ave, Half Moon Bay, CA 94019",94019,San Mateo County,"$988,888 ",Single Family Residence,4,2,"1,750","5,500",2,1973
"1110 Arbor Rd, Menlo Park, CA 94025",94025,San Mateo County,"$5,298,000 ",Single Family Residence,5,3/1,"3,322",0.267,2,1947
"405 Santa Clara Way, San Mateo, CA 94403",94403,San Mateo County,"$1,598,000 ",Single Family Residence,4,4,"2,315","5,500",2,1948
"2315 Eastridge Avenue 723, Menlo Park, CA 94025",94025,San Mateo County,"$699,000 ",Condominium,1,1,800,–,1,1965
"291 Hyde Park Ave, San Carlos, CA 94070",94070,San Mateo County,"$2,995,000 ",Single Family Residence,3,2/1,"3,395","8,045",2,2003
"161 Stanford Ave, Menlo Park, CA 94025",94025,San Mateo County,"$3,488,000 ",Single Family Residence,4,3,"2,617","5,650",2,2014
"1150 Hobart St, Menlo Park, CA 94025",94025,San Mateo County,"$2,950,000 ",Single Family Residence,2,2,"2,020","10,209",2,1951
"1040 Continentals Way 1, Belmont, CA 94002",94002,San Mateo County,"$1,450,000 ",Condominium,4,3/1,"2,811",1.939,2,1990
"940 Rose Ave, Redwood City, CA 94063",94063,San Mateo County,"$1,849,000 ",Residential Income,,,"3,660",0.289,4,1961
"989 Hayne Rd, Hillsborough, CA 94010",94010,San Mateo County,"$5,750,000 ",Single Family Residence,5,5/1,"6,635",0.729,3,1938
"997 Alameda De Las Pulgas, Redwood City, CA 94061",94061,San Mateo County,"$1,099,000 ",Single Family Residence,3,1,"1,190","6,080",2,1953
"137 Buckthorn Way, Menlo Park, CA 94025",94025,San Mateo County,"$1,985,000 ",Townhouse,3,2/1,"2,320","2,548",2,1979
"622 Sylvan Way, Redwood City, CA 94062",94062,San Mateo County,"$2,298,000 ",Single Family Residence,5,3/1,"3,890",0.368,2,1989
"2620 Barclay Way, Belmont, CA 94002",94002,San Mateo County,"$1,399,000 ",Single Family Residence,3,2,"1,680","8,520",2,1963
"559 Esplanade Ave, Pacifica, CA 94044",94044,San Mateo County,"$879,000 ",Single Family Residence,2,1,910,"4,992",1,1949
"31 Artisan Way, Menlo Park, CA 94025",94025,San Mateo County,"$1,588,888 ",Townhouse,3,3,"1,445",1.243,2,2014
"131 Buss Rd, La Honda, CA 94020",94020,San Mateo County,"$1,625,000 ",Single Family Residence,2,3/1,"1,650",3.91,2,1951
"179 Starlite Dr, San Mateo, CA 94402",94402,San Mateo County,"$1,550,000 ",Single Family Residence,3,2,"1,450","9,300",2,1959
"1140 Continentals Way, Belmont, CA 94002",94002,San Mateo County,"$1,098,000 ",Townhouse,3,2/1,"1,590","2,328",1,1977
"600 El Cerrito Ave, Hillsborough, CA 94010",94010,San Mateo County,"$2,895,000 ",Single Family Residence,3,3,"2,339",0.83,3,1951
"45 Roberta Dr, Woodside, CA 94062",94062,San Mateo County,"$23,800,000 ",Single Family Residence,6,7/1,"9,400",4.08,6,2017
"80 Roberta Dr, Woodside, CA 94062",94062,San Mateo County,"$11,000,000 ",Land,,,,,,
"113 Atherton Ave, Atherton, CA 94027",94027,San Mateo County,"$17,800,000 ",Single Family Residence,5,6/1,"11,000",1.003,6,2009
"930 Railroad Ave, Half Moon Bay, CA 94019",94019,San Mateo County,"$2,795,000 ",Single Family Residence,4,3,"2,887","6,422",2,2011
"958 6th Ave, Redwood City, CA 94063",94063,San Mateo County,"$949,000 ",Single Family Residence,2,1,"1,090","6,077",1,1948
"3550 Carter Dr 91, South San Francisco, CA 94080",94080,San Mateo County,"$549,000 ",Condominium,2,1/1,877,6.928,1,1979
"420 Cedar St, Redwood City, CA 94063",94063,San Mateo County,"$1,288,800 ",Single Family Residence,4,2,890,"5,000",0,1950
"216 Albacore Ln, Foster City, CA 94404",94404,San Mateo County,"$649,000 ",Condominium,1,1,724,"4,141",1,1988
"420 Cedar Street, Redwood City, CA 94603-2220",-2220,San Mateo County,"$1,288,800 ",Single Family Residence,4,2,890,"5,000",0,1950
"395 Imperial Way 232, Daly City, CA 94015",94015,San Mateo County,"$355,000 ",Condominium,0,1,483,24.286,1,1974
"119 Park Blvd, Millbrae, CA 94030",94030,San Mateo County,"$1,280,000 ",Commercial Sale,,,"1,083","5,400",,1945
"201 Vista Grande Ave, Daly City, CA 94014",94014,San Mateo County,"$575,000 ",Land,,,,,,
"27 Preston Rd, Woodside, CA 94062",94062,San Mateo County,"$5,995,000 ",Single Family Residence,5,3/1,"6,090",3.57,3,1986
"2753 Bromley Dr, San Carlos, CA 94070",94070,San Mateo County,"$1,799,999 ",Single Family Residence,3,2,"1,710",0.472,2,1960
"931 Fassler Ave, Pacifica, CA 94044",94044,San Mateo County,"$968,000 ",Townhouse,2,2/1,"1,450","1,176",2,1988
"201 Vista Grande Ave, Daly City, CA 94014",94014,San Mateo County,"$575,000 ",Land,,,,,,
"248 Monaco Dr, Redwood Shores, CA 94065",94065,San Mateo County,"$2,290,000 ",Single Family Residence,4,3,"2,450","6,317",2,1996
"990 Riverton Dr, San Carlos, CA 94070",94070,San Mateo County,"$1,180,000 ",Single Family Residence,2,1,"1,100","5,000",1,1948
"1005 Jamaica St, Foster City, CA 94404",94404,San Mateo County,"$1,698,000 ",Single Family Residence,4,2,"1,950","6,650",2,1970
"508 Oak Park Way, Redwood City, CA 94062",94062,San Mateo County,"$4,498,000 ",Single Family Residence,4,4/1,"4,874",0.462,3,2018
"1813 Mezes Ave, Belmont, CA 94002",94002,San Mateo County,"$2,688,000 ",Single Family Residence,4,2/1,"2,840","7,500",2,1961
"413 8th Ave, Menlo Park, CA 94025",94025,San Mateo County,"$1,398,000 ",Single Family Residence,2,1,"1,380","7,420",1,1923
"3040 Beverly St, San Mateo, CA 94403",94403,San Mateo County,"$1,180,000 ",Single Family Residence,2,1,"1,060","5,200",2,1948
"652 Linda Mar Blvd, Pacifica, CA 94044",94044,San Mateo County,"$819,000 ",Single Family Residence,3,1,"1,040","5,000",2,1954
"1056 Clearfield Dr, Millbrae, CA 94030",94030,San Mateo County,"$1,788,800 ",Single Family Residence,4,2/1,"1,960","5,820",2,1966
"1503 Kavanaugh Dr, East Palo Alto, CA 94303",94303,San Mateo County,"$795,000 ",Single Family Residence,3,2,"1,100","5,000",2,1956
"109 Shipley Ave, Daly City, CA 94015",94015,San Mateo County,"$888,888 ",Single Family Residence,3,2,"1,100","3,300",2,1969
"2317 Shelter Creek Ln, San Bruno, CA 94066",94066,San Mateo County,"$615,000 ",Condominium,2,2,"1,030",38.558,2,1972
"20 Barneson Ave G, San Mateo, CA 94402",94402,San Mateo County,"$895,000 ",Condominium,2,2/1,"1,400",0.445,0,1978
"2611 Fleetwood Dr, San Bruno, CA 94066",94066,San Mateo County,"$899,000 ",Single Family Residence,3,2,"1,110","6,270",2,1954
"361 Half Moon Ln 301, Daly City, CA 94015",94015,San Mateo County,"$417,000 ",Condominium,1,1,717,24.286,1,1974
"334 Encina Ave, Redwood City, CA 94061",94061,San Mateo County,"$1,999,000 ",Single Family Residence,4,3,"1,897","9,900",2,1949
"3615 Farm Hill Blvd, Redwood City, CA 94061",94061,San Mateo County,"$2,398,000 ",Single Family Residence,5,4,"2,924",0.276,2,1959
"10 Trudy Ln, Menlo Park, CA 94025",94025,San Mateo County,"$2,698,000 ",Single Family Residence,3,2,"1,680","7,072",2,1968
"107 El Camino Real 105, Burlingame, CA 94010",94010,San Mateo County,"$1,465,000 ",Condominium,3,2/1,"1,633",0.467,2,2000
"2757 Comstock Cir, Belmont, CA 94002",94002,San Mateo County,"$2,799,000 ",Single Family Residence,5,3/1,"3,200","10,496",2,1965
"2635 Summit Dr, Burlingame, CA 94010",94010,San Mateo County,"$3,788,000 ",Single Family Residence,3,3/1,"3,589","9,775",2,1956
"162 Avalon Dr, Daly City, CA 94015",94015,San Mateo County,"$988,800 ",Single Family Residence,5,2,"1,740","3,740",1,1957
"1259 - A Lerida Way, Pacifica, CA 94044",94044,San Mateo County,"$1,098,000 ",Single Family Residence,4,3,"2,410","8,528",2,1965
"306 Tadley Ct, Redwood City, CA 94061",94061,San Mateo County,"$1,738,371 ",Single Family Residence,4,2/1,"2,130","4,000",2,1989
"266 36th Ave, San Mateo, CA 94403",94403,San Mateo County,"$1,700,000 ",Single Family Residence,3,3/1,"2,440","5,655",2,1950
"36 Henderson Pl, Menlo Park, CA 94025",94025,San Mateo County,"$998,000 ",Single Family Residence,3,1,910,"7,800",0,1953
"2289 Bunker Hill Dr, San Mateo, CA 94402",94402,San Mateo County,"$1,698,000 ",Single Family Residence,4,2,"1,720","9,840",2,1958
"231 Kelton Ave, San Carlos, CA 94070",94070,San Mateo County,"$1,849,000 ",Single Family Residence,3,2,"1,540","5,750",2,1951
"3461 Longview Dr, San Bruno, CA 94066",94066,San Mateo County,"$988,000 ",Single Family Residence,3,2,"1,260","6,900",4,1961
"305 Arlington Ln, San Mateo, CA 94402",94402,San Mateo County,"$2,875,000 ",Single Family Residence,3,2/1,"2,740","10,540",2,1966
"2491 Rosewood Drive, San Bruno, CA 94066",94066,San Mateo County,"$1,299,000 ",Single Family Residence,3,2,"1,350","6,667",2,1958
"2491 Rosewood Dr, San Bruno, CA 94066",94066,San Mateo County,"$1,299,000 ",Single Family Residence,3,2,"1,350","6,667",2,1958
"893 Carina Ln, Foster City, CA 94404",94404,San Mateo County,"$1,388,000 ",Townhouse,3,2/1,"1,675","1,200",2,1977
"783 Humboldt Rd, Brisbane, CA 94005",94005,San Mateo County,"$650,000 ",Land,,,,,,
"779 Humboldt Road, Brisbane, CA 94005",94005,San Mateo County,"$650,000 ",Land,,,,,,
"1028 San Luis Cir 729, Daly City, CA 94014",94014,San Mateo County,"$529,888 ",Condominium,1,1,655,15.996,0,1986
"720 Brewer Dr, Hillsborough, CA 94010",94010,San Mateo County,"$8,295,000 ",Single Family Residence,6,5/1,"6,835",0.477,4,1920
"723 Chiltern Rd, Hillsborough, CA 94010",94010,San Mateo County,"$5,885,000 ",Single Family Residence,5,4/1,"4,370",0.496,4,1928
"370 Paloma Ave, El Granada, CA 94018",94018,San Mateo County,"$1,099,000 ",Single Family Residence,3,2,"1,420","8,750",2,1973
"280 Family Farm Rd, Woodside, CA 94062",94062,San Mateo County,"$7,995,000 ",Single Family Residence,4,4/1,"5,765",6.018,3,1922
"539 Wyandotte Ave, Daly City, CA 94014",94014,San Mateo County,"$749,000 ",Single Family Residence,3,1,"1,380","2,500",1,1957
"900 Angus Ave, San Bruno, CA 94066",94066,San Mateo County,"$899,000 ",Single Family Residence,2,1/1,"1,110","5,270",1,1941
"550 Market Pl, Menlo Park, CA 94025",94025,San Mateo County,"$1,968,000 ",Triplex,,,"3,118","6,229",0,1961
"1259 Hoover St, Menlo Park, CA 94025",94025,San Mateo County,"$2,095,000 ",Single Family Residence,3,3,"1,810","3,870",2,1993
"582 Abbot Ave, Daly City, CA 94014",94014,San Mateo County,"$895,000 ",Single Family Residence,3,3,"2,292","2,500",2,2006
"2317 Shelter Creek Ln., San Bruno, CA 94066-3867",-3867,San Mateo County,"$615,000 ",Condominium,2,2,"1,030",38.55,2,1972
"700 Live Oak Way 702, Belmont, CA 94002",94002,San Mateo County,"$1,298,000 ",Condominium,2,2/1,"1,581",4.687,2,2005
"1201 Bayswater Ave, Burlingame, CA 94010",94010,San Mateo County,"$998,000 ",Condominium,2,2,"1,270","1,270",2,1973
